trade_date,Strategy_Pure,Strategy_Hedged,Benchmark_EqualWeight,Benchmark_CSI1000
2025-11-17,1879804.3125408625,1642281.0547831808,1745031.2012015071,1659801.6774351527
2025-11-18,1868481.3560193933,1632573.3708864066,1722689.5985746991,1643260.0884939136
2025-11-19,1839563.8144925898,1607781.0517000048,1705471.6754038332,1629825.3839204044
2025-11-20,1829416.5504703165,1599081.3422770684,1693985.4805574992,1619500.8731355534
2025-11-21,1760179.0481459238,1539720.8929904462,1632663.584829605,1559333.6150018242
2025-11-24,1782837.4880738915,1559147.0006503733,1649372.7112368378,1578904.6478610644
2025-11-25,1817829.9418116184,1589147.6174516669,1669778.7053941882,1599541.7555154243
2025-11-26,1824645.6818750235,1594991.0603663027,1665172.7793548377,1599211.2546786922
2025-11-27,1845370.342294833,1612759.2511954398,1668176.4545947665,1601198.0103761363
2025-11-28,1863388.5534172242,1628207.0803582415,1688082.2236402917,1618132.537895626
2025-12-01,1887594.917821112,1648960.293838969,1699778.3977410442,1629709.1129317814
2025-12-02,1868017.6615692943,1632175.8246150143,1695802.8905903618,1613492.2884976647
2025-12-03,1864580.5661564264,1629229.0469136338,1687146.4970067192,1599172.6447678593
2025-12-04,1856276.844452749,1622109.8898884137,1673553.6879302324,1599257.1453155682
2025-12-05,1855439.6572905292,1621392.1313844533,1694064.0090708707,1619959.7795043131
2025-12-08,1872295.8734351024,1635843.7295794066,1703968.2485724748,1637732.2524029138
2025-12-09,1861485.38457553,1626575.4074393958,1691731.2448165554,1628363.9436383536
2025-12-10,1854619.4255171027,1620688.9095038937,1695280.3830290048,1634466.5158306132
2025-12-11,1836717.442306096,1605340.7277981455,1667189.864270754,1613231.2855004324
2025-12-12,1838267.000551041,1606669.2343231898,1668021.7619173331,1626236.6478654766
2025-12-15,1825051.3123201316,1595338.8257341692,1669256.095844441,1612587.7134438585
2025-12-16,1786709.6425789313,1562466.774232751,1644075.5158175253,1584466.9019297212
2025-12-17,1789870.5462631595,1565176.7602453663,1655008.5189315865,1608100.1386647348
2025-12-18,1798267.4074071082,1572375.7699347523,1660055.8973909079,1604495.958645474
2025-12-19,1824608.6874929564,1594959.3434055967,1687236.99618864,1617160.8919110005
2025-12-22,1845239.0245311498,1612646.6665239837,1696883.982067852,1634489.6817771127
2025-12-23,1848984.202160148,1615857.5770746544,1686546.6623622081,1630975.2973790467
2025-12-24,1858855.022264264,1624320.2785953209,1703994.5781350802,1656118.2919416684
2025-12-25,1866158.5336141267,1630581.9099445648,1718716.9871954035,1672223.6992045233
2025-12-26,1872149.708100834,1635718.4154126463,1721397.1396177742,1677993.3436513704
2025-12-29,1868732.0157453804,1632788.27283193,1717017.413632118,1675484.3613314
2025-12-30,1862800.1555437334,1627702.6201891536,1712900.8649987637,1676177.35407384
2025-12-31,1860435.4727062623,1625675.2704012454,1714228.4784458554,1675733.009157166
2026-01-05,1889016.4570362703,1650179.0438466594,1733221.892293729,1710723.5166348023
2026-01-06,1907000.0073709732,1665597.1567449986,1757621.256201285,1735218.3059515501
2026-01-07,1900881.6869748095,1660351.6433252024,1758119.2531621493,1744378.121197611
2026-01-08,1900599.496186583,1660109.7083707154,1773194.4880982293,1758756.2313638213
2026-01-09,1910898.9543214913,1668939.9007053913,1792555.1632582087,1793525.890151492
