ma_window,val_window,q_threshold,val_coeff,is_cagr,is_mdd,is_sharpe,is_vol
220,1100,0.2,0.8,0.006755054227474577,-0.31403672411470007,0.12233252966101751,0.15144706921254808
220,1210,0.1,0.4,0.02724096231805473,-0.13720719096334805,0.38918096244125644,0.07967791162641094
220,1210,0.1,0.5,0.020362979736417763,-0.18844220181141044,0.2590236777359064,0.09997255388713105
220,1210,0.1,0.6,0.016518378342676554,-0.2381037358740299,0.20186957029436975,0.11980980345687108
220,1210,0.1,0.7,0.010511202860806534,-0.27370760946296496,0.148025485131311,0.1375159388986729
220,1210,0.1,0.8,0.004690460940018459,-0.303589290851899,0.10768355328684678,0.1489592505348989
220,1210,0.12,0.4,0.029089610689318146,-0.14768799303387245,0.4091054935051971,0.08050594925048174
220,1210,0.12,0.5,0.024733946853864097,-0.19569998457750037,0.29924932530985815,0.10197684031218764
220,1210,0.12,0.6,0.022086747439812315,-0.2388752645762308,0.24741017414494376,0.1213161348889544
220,1210,0.12,0.7,0.01250271343567344,-0.2782802004263953,0.16281528686924795,0.13750065092652727
220,1210,0.12,0.8,0.003686128829679891,-0.3149779253076244,0.10084794509547323,0.14932365042030032
220,1210,0.15,0.4,0.03376255201264455,-0.15041712435041962,0.4596800378613418,0.08213108700610594
220,1210,0.15,0.5,0.02640070552907825,-0.20559044981222954,0.31048838340128065,0.1045610406512492
220,1210,0.15,0.6,0.025531429642808412,-0.24528786297123822,0.27214565405556673,0.12453405510108256
220,1210,0.15,0.7,0.013009016643169558,-0.279985313203335,0.16613136458745723,0.13975999344717724
220,1210,0.15,0.8,0.004095501438153182,-0.3115853583960621,0.10442013793086691,0.15167696995677302
220,1210,0.18,0.4,0.03831593639807718,-0.15041712435041962,0.504779940664228,0.08412907828851468
220,1210,0.18,0.5,0.03130346076532198,-0.20559044981222954,0.3526120637732056,0.10668354400417643
220,1210,0.18,0.6,0.030535332554732397,-0.24528786297123822,0.3098162327220039,0.12639488418867503
220,1210,0.18,0.7,0.020187762855141678,-0.279985313203335,0.21748694370447033,0.14138606742997017
220,1210,0.18,0.8,0.007916253248044791,-0.3115853583960621,0.13044248734535485,0.15253072993588326
220,1210,0.2,0.4,0.03850591853055696,-0.15041712435041918,0.5045853134085839,0.08461711833019883
220,1210,0.2,0.5,0.02988125117105178,-0.20315187468926899,0.3357760478712511,0.10830456350940298
220,1210,0.2,0.6,0.02970217807539899,-0.24550908196107277,0.3008137920541104,0.12814354439970926
220,1210,0.2,0.7,0.02324514484025153,-0.27998531320333536,0.23879744719681348,0.1422208001123757
220,1210,0.2,0.8,0.011341578968119714,-0.3106499918921866,0.15345725262747817,0.1537519536880249
220,1300,0.1,0.4,0.026688384276216004,-0.13465231848569925,0.37620276027755584,0.08128792723424969
220,1300,0.1,0.5,0.015153264768467123,-0.18619853709038217,0.20509672846973623,0.10089419765125766
220,1300,0.1,0.6,0.013902954804501766,-0.23686216918632444,0.1792040606421766,0.12067660191510388
220,1300,0.1,0.7,0.007645075047122862,-0.27551592795960006,0.12676308271486508,0.13881344613509874
220,1300,0.1,0.8,0.004145396710440563,-0.3118825627527631,0.10415486224965481,0.1497494793445879
