trade_date,nav_satellite_full
2024-07-25,1308782.7728105625
2024-07-26,1311427.5785000927
2024-07-29,1310704.0675672384
2024-07-30,1309606.2504822225
2024-07-31,1318790.0702373458
2024-08-01,1319529.27906293
2024-08-02,1315745.7240338128
2024-08-05,1306099.1633138754
2024-08-06,1306708.2146843332
2024-08-07,1308071.040576418
2024-08-08,1306616.5974860245
2024-08-09,1305022.474099729
2024-08-12,1300998.131150083
2024-08-13,1304881.563201989
2024-08-14,1302583.8557066405
2024-08-15,1302913.012008578
2024-08-16,1301767.3210525294
2024-08-19,1302890.3252194813
2024-08-20,1297873.568370112
2024-08-21,1295626.1428721726
2024-08-22,1294042.5986175328
2024-08-23,1294977.2264065812
2024-08-26,1296214.892072572
2024-08-27,1292852.1473129655
2024-08-28,1292272.0341616748
2024-08-29,1291414.5016922082
2024-08-30,1296863.9987565728
2024-09-02,1292415.6104503036
2024-09-03,1294056.831517047
2024-09-04,1290616.9873629727
2024-09-05,1293099.91717991
2024-09-06,1289626.253463973
2024-09-09,1284954.4690141974
2024-09-10,1285989.974987308
2024-09-11,1285027.8833618225
2024-09-12,1283948.1936966765
2024-09-13,1283799.381296732
2024-09-18,1284705.5651786304
2024-09-19,1287413.774834517
2024-09-20,1288135.1375595543
2024-09-23,1290926.5751671067
2024-09-24,1307906.0919335473
2024-09-25,1315404.152989129
2024-09-26,1331377.878736139
2024-09-27,1343582.22739837
2024-09-30,1375363.1525685347
2024-10-08,1397333.1944810303
2024-10-09,1373584.9177790482
2024-10-10,1378165.6493332868
2024-10-11,1372232.0986496706
2024-10-14,1382616.141739357
2024-10-15,1378756.2107752974
2024-10-16,1381611.9480045321
2024-10-17,1382692.3602899613
2024-10-18,1392173.6935593497
2024-10-21,1397956.3853075262
2024-10-22,1398588.1741173626
2024-10-23,1398986.8651693384
2024-10-24,1396082.541486395
2024-10-25,1398933.0209512524
2024-10-28,1401359.3913590128
2024-10-29,1399242.9896725537
2024-10-30,1401068.5403794078
2024-10-31,1400651.8040479657
2024-11-01,1397914.7969623532
2024-11-04,1402525.4901901695
2024-11-05,1410274.7171409302
2024-11-06,1412783.2270171517
2024-11-07,1420013.5139979064
2024-11-08,1417611.8373679214
2024-11-11,1420070.851021497
2024-11-12,1415775.5562590663
2024-11-13,1415506.3194483775
2024-11-14,1407813.782550957
2024-11-15,1402996.0805995318
2024-11-18,1402189.7341493587
2024-11-19,1407466.4931840252
2024-11-20,1410657.5084067243
2024-11-21,1412379.9851743353
2024-11-22,1407597.145218699
2024-11-25,1407065.5667180433
2024-11-26,1403327.87998172
2024-11-27,1408398.7103006975
2024-11-28,1406201.3933355054
2024-11-29,1410922.4663142553
2024-12-02,1416056.2488425297
2024-12-03,1419143.805832454
2024-12-04,1417401.43304759
2024-12-05,1418931.6356563447
2024-12-06,1420401.6458409615
2024-12-09,1421253.8806084825
2024-12-10,1425779.753621994
2024-12-11,1428142.489361569
2024-12-12,1432809.6825640507
2024-12-13,1430901.0737799262
2024-12-16,1430160.7000491796
2024-12-17,1427220.9123986226
2024-12-18,1428702.7580757227
2024-12-19,1424589.4825716652
2024-12-20,1425330.0395507396
2024-12-23,1426958.1033472535
2024-12-24,1427214.9625191933
2024-12-25,1425558.1711120184
2024-12-26,1426913.739859955
2024-12-27,1428721.1184763338
2024-12-30,1424689.5899805732
2024-12-31,1421706.555806698
2025-01-02,1418779.484226835
2025-01-03,1416570.1839865756
2025-01-06,1416137.120181552
2025-01-07,1416968.1562185234
2025-01-08,1416553.661397639
2025-01-09,1415423.3833122835
2025-01-10,1411617.3752920688
2025-01-13,1407750.3268426622
2025-01-14,1419209.8932808107
2025-01-15,1417888.3610383985
2025-01-16,1421074.9461850072
2025-01-17,1422507.1578616237
2025-01-20,1425218.3686552513
2025-01-21,1425006.7339109578
2025-01-22,1423085.2213885756
2025-01-23,1422615.896823275
2025-01-24,1425995.0138017845
2025-01-27,1425000.1488970038
2025-02-05,1426578.4488581
2025-02-06,1434283.579579453
2025-02-07,1438861.9770855932
2025-02-10,1440601.491204357
2025-02-11,1440256.350775098
2025-02-12,1443394.35929874
2025-02-13,1442402.2145003588
2025-02-14,1444298.3353735239
2025-02-17,1443215.8880121307
2025-02-18,1439339.9528531334
2025-02-19,1446415.6165623376
2025-02-20,1444585.1759918034
2025-02-21,1447795.3388470402
2025-02-24,1442828.1631805247
2025-02-25,1438850.0100829313
2025-02-26,1443210.1286612272
2025-02-27,1442079.245303472
2025-02-28,1427792.8092935628
2025-03-03,1431533.805554142
2025-03-04,1432742.9621406945
2025-03-05,1436867.7577835128
2025-03-06,1441337.5212980676
2025-03-07,1437185.3473421016
2025-03-10,1435199.507777197
2025-03-11,1432679.6328496751
2025-03-12,1434799.565155975
2025-03-13,1435000.3650795207
2025-03-14,1444898.0996742658
2025-03-17,1444788.6118518736
2025-03-18,1447853.985790561
2025-03-19,1444125.9493735884
2025-03-20,1440878.0966719664
2025-03-21,1432012.752700384
2025-03-24,1433352.674905794
2025-03-25,1436470.6228445326
2025-03-26,1436733.9699889023
2025-03-27,1437500.849908142
2025-03-28,1435215.6616412045
2025-03-31,1431784.900651357
2025-04-01,1434916.8226076583
2025-04-02,1436349.7235987047
2025-04-03,1436833.562543488
2025-04-07,1392531.5224424007
2025-04-08,1401139.0125024673
2025-04-09,1406879.8986876507
2025-04-10,1418560.473049982
2025-04-11,1421301.0883370158
2025-04-14,1424799.486592618
2025-04-15,1424674.039844325
2025-04-16,1426978.571097807
2025-04-17,1427786.632610323
2025-04-18,1428133.1137804491
2025-04-21,1431521.7009311365
2025-04-22,1435893.0020112172
2025-04-23,1430221.5774008904
2025-04-24,1428944.7409689464
2025-04-25,1431066.5204157082
2025-04-28,1428393.6438463898
2025-04-29,1429676.205479185
2025-04-30,1431603.9528593204
2025-05-06,1433847.7138010415
2025-05-07,1436747.9101412215
2025-05-08,1440653.2420333694
2025-05-09,1439288.7991766273
2025-05-12,1442197.918945781
2025-05-13,1442558.004415485
2025-05-14,1444944.3969279933
2025-05-15,1438567.3125110103
2025-05-16,1439513.3739799692
2025-05-19,1442017.5536916775
2025-05-20,1444182.7936802036
2025-05-21,1447731.7507892896
2025-05-22,1445913.1057991858
2025-05-23,1443025.86703302
2025-05-26,1441807.955148659
2025-05-27,1441011.6963827314
2025-05-28,1441036.8634799463
2025-05-29,1443110.755337242
2025-05-30,1442115.2957605673
2025-06-03,1445209.4886037838
2025-06-04,1448389.6295032797
2025-06-05,1448709.5712628232
2025-06-06,1449120.1255201993
2025-06-09,1451976.2686466416
2025-06-10,1451383.498702567
2025-06-11,1453424.400597426
2025-06-12,1454062.8005793996
2025-06-13,1450760.154422245
2025-06-16,1453179.4626133612
2025-06-17,1453426.221613553
2025-06-18,1454100.902434721
2025-06-19,1450592.5212432921
2025-06-20,1449799.9213471636
2025-06-23,1451479.0350848427
2025-06-24,1455521.9059314115
2025-06-25,1460672.257398654
2025-06-26,1460618.7889598373
2025-06-27,1459855.5777795801
2025-06-30,1461461.8660981397
2025-07-01,1465807.9297286542
2025-07-02,1465758.2856763008
2025-07-03,1468698.134873246
2025-07-04,1469351.4623429645
2025-07-07,1468461.7881047311
2025-07-08,1472010.3183689094
2025-07-09,1473129.5460566848
2025-07-10,1477635.3567938241
2025-07-11,1476272.2304425992
2025-07-14,1477276.688318945
2025-07-15,1478425.6779730392
2025-07-16,1477589.619122034
2025-07-17,1481441.628048894
2025-07-18,1483816.7628737325
2025-07-21,1486499.7397258878
2025-07-22,1488567.6454716176
2025-07-23,1487915.4064521475
2025-07-24,1489040.477496859
2025-07-25,1489431.3479348083
2025-07-28,1489860.0015570165
2025-07-29,1489590.8775645436
2025-07-30,1489165.372751135
2025-07-31,1484696.860753363
2025-08-01,1482642.5348582498
2025-08-04,1485048.4516314776
2025-08-05,1489833.2088230604
2025-08-06,1491490.0409052724
2025-08-07,1492670.149005158
2025-08-08,1493157.5083129418
2025-08-11,1494145.009354949
2025-08-12,1494878.0448568265
2025-08-13,1500006.5649576574
2025-08-14,1497671.0814041565
2025-08-15,1501945.7216410786
2025-08-18,1504564.6783270782
2025-08-19,1503777.8720272144
2025-08-20,1505373.6425163655
2025-08-21,1507951.8507307218
2025-08-22,1513188.7288530977
2025-08-25,1522218.16657235
2025-08-26,1521705.0348506938
2025-08-27,1514310.8149262355
2025-08-28,1518402.4949605807
2025-08-29,1519416.8060413518
2025-09-01,1522088.735870873
2025-09-02,1519192.624432501
2025-09-03,1518528.119328734
2025-09-04,1513866.4634515478
2025-09-05,1521898.4759048822
2025-09-08,1523531.8951138745
2025-09-09,1522168.6019520613
2025-09-10,1522151.8728313977
2025-09-11,1529532.994059524
2025-09-12,1529790.2589620186
2025-09-15,1529594.8624200867
2025-09-16,1532041.7621804664
2025-09-17,1534466.0268234424
2025-09-18,1528664.466331895
2025-09-19,1528239.4578403467
2025-09-22,1531386.641993293
2025-09-23,1532751.7093566994
2025-09-24,1535805.7227499029
2025-09-25,1536003.552387644
2025-09-26,1533750.2482126171
2025-09-29,1539761.1217692473
2025-09-30,1544070.3190084386
2025-10-09,1554021.1265857285
2025-10-10,1547942.9615277327
2025-10-13,1547886.029712765
2025-10-14,1544124.083534786
2025-10-15,1550290.0259557816
2025-10-16,1550480.6439625476
2025-10-17,1546628.2278320927
2025-10-20,1547172.675020025
2025-10-21,1553696.912682705
2025-10-22,1550909.1032546218
2025-10-23,1551671.569817606
2025-10-24,1554322.3732269523
2025-10-27,1560343.7688741023
2025-10-28,1558706.7412576375
2025-10-29,1565345.8785570501
2025-10-30,1562039.8712476504
2025-10-31,1560542.8341158016
2025-11-03,1561915.5884695624
2025-11-04,1558992.8920453938
2025-11-05,1558706.2931892541
2025-11-06,1562268.4619822854
2025-11-07,1560356.9143743908
2025-11-10,1563633.680959335
2025-11-11,1563593.5435127395
2025-11-12,1563514.7243689059
2025-11-13,1567418.2183126141
2025-11-14,1561573.4579978697
2025-11-17,1559251.4188225158
2025-11-18,1552254.2673682598
2025-11-19,1552942.4103067734
2025-11-20,1554770.9797858736
2025-11-21,1543040.0167360888
2025-11-24,1544508.9168730956
2025-11-25,1549292.2820725811
2025-11-26,1548011.7144300947
2025-11-27,1547077.9727493366
2025-11-28,1549650.4954071252
2025-12-01,1552699.7116981158
2025-12-02,1550485.4591115946
2025-12-03,1549263.7507209168
2025-12-04,1547338.2292544497
2025-12-05,1550673.3820537382
2025-12-08,1553114.1436359666
2025-12-09,1550314.266335663
2025-12-10,1550638.6163320548
2025-12-11,1547885.8307365475
2025-12-12,1548925.2372712959
2025-12-15,1545928.9945636583
2025-12-16,1540226.7855339514
2025-12-17,1546109.4134769638
2025-12-18,1545210.3809971255
2025-12-19,1547976.4006835546
2025-12-22,1551336.5592014352
2025-12-23,1553405.1754107738
2025-12-24,1554831.9470003913
2025-12-25,1556476.5639022633
2025-12-26,1557274.7696042198
2025-12-29,1553617.6030254003
2025-12-30,1552720.675060055
2025-12-31,1551375.8693419215
2026-01-05,1556921.595707545
2026-01-06,1559866.979237472
2026-01-07,1559062.4834043526
2026-01-08,1559326.9983112542
2026-01-09,1562419.4054767364
2026-01-12,1567640.315356497
2026-01-13,1564582.2340532106
2026-01-14,1565780.0599216104
2026-01-15,1565882.6333409683
2026-01-16,1566089.5258594046
2026-01-19,1567432.1443030268
2026-01-20,1567408.4163920842
2026-01-21,1570237.4039199026
2026-01-22,1572460.9839656327
2026-01-23,1576782.6988677497
2026-01-26,1574822.556011997
2026-01-27,1576032.237973514
2026-01-28,1578831.901460086
2026-01-29,1581969.190661768
2026-01-30,1574312.0189020454
2026-02-02,1560830.2168586543
2026-02-03,1568659.128691156
2026-02-04,1570427.1943005323
2026-02-05,1567538.1786510353
2026-02-06,1566486.1269081375
2026-02-09,1573526.8313734354
2026-02-10,1573100.068622684
2026-02-11,1572751.9686584356
2026-02-12,1573627.8379144012
2026-02-13,1570603.0013758836
2026-02-24,1574209.407483569
2026-02-25,1575118.8770983783
2026-02-26,1573115.6709985419
2026-02-27,1573991.935878043
2026-03-02,1575524.5238371487
2026-03-03,1569108.0608889072
2026-03-04,1566172.3012988768
2026-03-05,1568831.7209473448
2026-03-06,1570041.0592957842
2026-03-09,1565439.3944466074
2026-03-10,1569959.394577426
2026-03-11,1572191.2178819173
2026-03-12,1570578.6137625042
2026-03-13,1567024.685362002
