trade_date,nav_replace_full
2024-04-23,1406583.3696426824
2024-04-24,1407428.6832049552
2024-04-25,1407409.0725925092
2024-04-26,1408335.627323837
2024-04-29,1404476.6202535927
2024-04-30,1407510.4661103708
2024-05-06,1411359.8051382806
2024-05-07,1415641.045999669
2024-05-08,1415747.3031938295
2024-05-09,1415048.9882754055
2024-05-10,1416822.939097019
2024-05-13,1417057.614151685
2024-05-14,1417222.3488085065
2024-05-15,1417547.1167414337
2024-05-16,1419815.0166123784
2024-05-17,1418712.2275164311
2024-05-20,1423551.934733758
2024-05-21,1421752.0124076093
2024-05-22,1423167.9040050486
2024-05-23,1421512.9821796273
2024-05-24,1417780.9720446907
2024-05-27,1420319.8964604794
2024-05-28,1420868.728694914
2024-05-29,1419789.0627929308
2024-05-30,1418001.7883833826
2024-05-31,1417895.89797241
2024-06-03,1415682.5387350176
2024-06-04,1416402.1455833747
2024-06-05,1416535.3624322785
2024-06-06,1415929.2088073778
2024-06-07,1417766.740806835
2024-06-11,1416770.499524837
2024-06-12,1419797.6634437044
2024-06-13,1421457.8469245005
2024-06-14,1420686.9606836075
2024-06-17,1420256.1701575154
2024-06-18,1422787.291617131
2024-06-19,1422445.3426230908
2024-06-20,1421258.2431376167
2024-06-21,1418540.1953401738
2024-06-24,1412182.6261839077
2024-06-25,1413161.5081533361
2024-06-26,1418965.8100046427
2024-06-27,1418337.8966913023
2024-06-28,1422018.197970476
2024-07-01,1421697.4412307558
2024-07-02,1423171.6360102925
2024-07-03,1425626.3063602278
2024-07-04,1422774.3661282575
2024-07-05,1422916.4187632694
2024-07-08,1418960.7450900543
2024-07-09,1423312.7524430994
2024-07-10,1422176.9116127216
2024-07-11,1425025.173884962
2024-07-12,1421247.5565513235
2024-07-15,1422877.9700340754
2024-07-16,1424981.1614130838
2024-07-17,1423049.0018593774
2024-07-18,1420447.9510451285
2024-07-19,1416642.138802264
2024-07-22,1416584.808606857
2024-07-23,1416424.2989961621
2024-07-24,1413261.38328306
2024-07-25,1408917.3807615596
2024-07-26,1411068.9254713894
2024-07-29,1412042.6342700107
2024-07-30,1412051.6341060791
2024-07-31,1415924.4681485053
2024-08-01,1419078.7774813315
2024-08-02,1417501.6964723843
2024-08-05,1409603.3563847612
2024-08-06,1409967.5866446707
2024-08-07,1411687.4686736818
2024-08-08,1409582.0688092757
2024-08-09,1409559.1929847088
2024-08-12,1404674.561698458
2024-08-13,1408305.5700789492
2024-08-14,1408719.9062467134
2024-08-15,1406145.5474533632
2024-08-16,1404800.9437650505
2024-08-19,1404877.89487324
2024-08-20,1402735.929839645
2024-08-21,1401760.9127998052
2024-08-22,1401203.0949181875
2024-08-23,1402020.2172530934
2024-08-26,1403871.9232887684
2024-08-27,1401525.9331399335
2024-08-28,1401895.3604507744
2024-08-29,1400770.2968667804
2024-08-30,1402763.174067453
2024-09-02,1403350.3858627062
2024-09-03,1404824.215703229
2024-09-04,1401659.1264512732
2024-09-05,1404344.1176885935
2024-09-06,1404160.3353332945
2024-09-09,1401915.0791141323
2024-09-10,1403017.985319694
2024-09-11,1404270.9018879244
2024-09-12,1403396.2072710083
2024-09-13,1406075.6896350293
2024-09-18,1404876.3746941783
2024-09-19,1405574.6040047794
2024-09-20,1407621.9902206294
2024-09-23,1410030.7729354128
2024-09-24,1413618.522021416
2024-09-25,1417707.076162952
2024-09-26,1421744.7672963957
2024-09-27,1422070.2309210135
2024-09-30,1429101.233887677
2024-10-08,1438166.9010087992
2024-10-09,1429336.2030740953
2024-10-10,1431896.0987885813
2024-10-11,1432192.9173323356
2024-10-14,1438576.1301719588
2024-10-15,1439807.5466229673
2024-10-16,1443225.3895938557
2024-10-17,1446782.3671328106
2024-10-18,1450709.587672242
2024-10-21,1457187.4410036916
2024-10-22,1456611.1361225033
2024-10-23,1456916.8423316856
2024-10-24,1455485.8372117593
2024-10-25,1456945.747654007
2024-10-28,1458913.7323394942
2024-10-29,1459511.0276150787
2024-10-30,1462980.7479997699
2024-10-31,1461796.525773433
2024-11-01,1459083.9735451825
2024-11-04,1461199.200222994
2024-11-05,1464685.801405583
2024-11-06,1468506.580917098
2024-11-07,1471620.2178220581
2024-11-08,1471111.689686544
2024-11-11,1472144.0948818107
2024-11-12,1468937.8965203282
2024-11-13,1467538.6172607616
2024-11-14,1462610.6224074436
2024-11-15,1460642.5239551393
2024-11-18,1460281.9549234323
2024-11-19,1464289.8567205514
2024-11-20,1467210.4583068944
2024-11-21,1469450.879414951
2024-11-22,1470268.786502991
2024-11-25,1469893.6825933715
2024-11-26,1466104.3186911917
2024-11-27,1468697.8515916485
2024-11-28,1467700.2380499023
2024-11-29,1471023.3149784752
2024-12-02,1475433.6365305844
2024-12-03,1478415.7396801962
2024-12-04,1477294.9706080914
2024-12-05,1478977.1252807865
2024-12-06,1478003.0033781743
2024-12-09,1479353.3563011477
2024-12-10,1483721.5682304406
2024-12-11,1486174.0491776406
2024-12-12,1490165.149565909
2024-12-13,1491932.4860912217
2024-12-16,1491365.8555809138
2024-12-17,1488331.5029934451
2024-12-18,1488922.6572902482
2024-12-19,1484477.9382861033
2024-12-20,1486049.5834775611
2024-12-23,1488787.904736331
2024-12-24,1486562.9463973509
2024-12-25,1484720.6229784614
2024-12-26,1486096.5087545407
2024-12-27,1488140.8008510142
2024-12-30,1482464.9535304336
2024-12-31,1483167.4802171043
2025-01-02,1486189.6300542771
2025-01-03,1487865.4106323628
2025-01-06,1487305.1007160668
2025-01-07,1486466.969815932
2025-01-08,1486494.324998091
2025-01-09,1486589.1910891465
2025-01-10,1486065.3807828568
2025-01-13,1482078.9134457698
2025-01-14,1487063.897388855
2025-01-15,1487671.4835337065
2025-01-16,1489859.2140836564
2025-01-17,1490518.8340920338
2025-01-20,1492286.9091362313
2025-01-21,1492309.7107728687
2025-01-22,1493175.4332573717
2025-01-23,1491204.7050824887
2025-01-24,1492870.8914773355
2025-01-27,1492646.309525843
2025-02-05,1497105.8262317637
2025-02-06,1502176.329330525
2025-02-07,1503831.0716177523
2025-02-10,1504972.9189733039
2025-02-11,1505739.68229
2025-02-12,1506153.0762297574
2025-02-13,1506306.0652826072
2025-02-14,1505800.4350967973
2025-02-17,1503942.2920055306
2025-02-18,1502757.4958830674
2025-02-19,1508443.7201484265
2025-02-20,1506437.9358477495
2025-02-21,1507291.5587883396
2025-02-24,1501740.2110700698
2025-02-25,1500803.6288407554
2025-02-26,1502594.9569381662
2025-02-27,1500366.0449803236
2025-02-28,1489702.3300115997
2025-03-03,1493407.7824376882
2025-03-04,1494562.4543540939
2025-03-05,1498071.557135423
2025-03-06,1499895.7371276587
2025-03-07,1496488.837505016
2025-03-10,1495265.2821510797
2025-03-11,1487597.4340072954
2025-03-12,1491775.2388162345
2025-03-13,1493205.781541968
2025-03-14,1498384.8045370774
2025-03-17,1498540.9721817186
2025-03-18,1501890.0008367235
2025-03-19,1496216.05486753
2025-03-20,1496299.401578585
2025-03-21,1489962.9443833176
2025-03-24,1491051.9243567216
2025-03-25,1495282.6368945187
2025-03-26,1496625.5266507969
2025-03-27,1495727.1694710057
2025-03-28,1494875.9504122564
2025-03-31,1491063.15454463
2025-04-01,1495097.513303025
2025-04-02,1495895.0532497475
2025-04-03,1498399.7643896658
2025-04-07,1471745.693013564
2025-04-08,1477672.0650232711
2025-04-09,1481552.0697409918
2025-04-10,1495174.04988445
2025-04-11,1497059.3471067573
2025-04-14,1499833.6933002558
2025-04-15,1498171.157993503
2025-04-16,1500507.4303092952
2025-04-17,1501383.7365247994
2025-04-18,1501150.6818151854
2025-04-21,1503714.491052592
2025-04-22,1509530.4713874697
2025-04-23,1502752.831044922
2025-04-24,1500207.6796536942
2025-04-25,1503468.6865909938
2025-04-28,1500360.6919885203
2025-04-29,1502633.0621738213
2025-04-30,1507171.146281505
2025-05-06,1505908.7854700945
2025-05-07,1507358.233692976
2025-05-08,1510096.0442161057
2025-05-09,1508870.475174898
2025-05-12,1509081.507097161
2025-05-13,1508133.525561056
2025-05-14,1508097.2010841828
2025-05-15,1503828.716279779
2025-05-16,1506669.8097041056
2025-05-19,1510206.9990568918
2025-05-20,1511035.7420411643
2025-05-21,1513707.7811944436
2025-05-22,1512185.8119406083
2025-05-23,1511971.8692110525
2025-05-26,1511845.7905631298
2025-05-27,1511964.9834542875
2025-05-28,1511850.916348862
2025-05-29,1512106.459268371
2025-05-30,1512198.2077910947
2025-06-03,1513878.7210932134
2025-06-04,1515690.6932429015
2025-06-05,1515701.2646334975
2025-06-06,1516643.5204648739
2025-06-09,1518682.7997372937
2025-06-10,1519704.7886554997
2025-06-11,1520202.4412070722
2025-06-12,1520431.1149559894
2025-06-13,1519696.2631184503
2025-06-16,1521100.3678315699
2025-06-17,1522161.0508734994
2025-06-18,1522197.1120128403
2025-06-19,1520406.604044378
2025-06-20,1519812.1509494192
2025-06-23,1520413.914462836
2025-06-24,1521786.0325556444
2025-06-25,1523405.2153259735
2025-06-26,1524079.0558864267
2025-06-27,1524898.2333741973
2025-06-30,1525515.9577428491
2025-07-01,1529650.498452138
2025-07-02,1530384.183522511
2025-07-03,1532191.034056651
2025-07-04,1531987.3348383408
2025-07-07,1531524.89529102
2025-07-08,1532609.5185461761
2025-07-09,1533950.709845911
2025-07-10,1538228.925003018
2025-07-11,1536432.9209831858
2025-07-14,1537314.8366429587
2025-07-15,1538771.841774121
2025-07-16,1538657.4259535223
2025-07-17,1540960.6725489497
2025-07-18,1542204.164083676
2025-07-21,1543254.301136597
2025-07-22,1543462.1447172072
2025-07-23,1542704.9639670425
2025-07-24,1541640.299646108
2025-07-25,1543671.2330539864
2025-07-28,1543494.943599565
2025-07-29,1541631.9179468898
2025-07-30,1542352.8352674434
2025-07-31,1542664.027612445
2025-08-01,1540999.1132408495
2025-08-04,1541945.2803784686
2025-08-05,1544989.3280880945
2025-08-06,1545492.032766002
2025-08-07,1547318.0366434136
2025-08-08,1548464.2087996048
2025-08-11,1547823.8319262695
2025-08-12,1546564.5673037402
2025-08-13,1549318.5088038244
2025-08-14,1548293.9096343166
2025-08-15,1549610.2041205207
2025-08-18,1548245.2945167385
2025-08-19,1547924.0362569618
2025-08-20,1546359.4786897427
2025-08-21,1549162.8595244945
2025-08-22,1550004.262842743
2025-08-25,1554193.4701190882
2025-08-26,1554507.527176941
2025-08-27,1550591.5856152822
2025-08-28,1549681.3214268526
2025-08-29,1549022.9806949506
2025-09-01,1549794.800473454
2025-09-02,1549155.9680390244
2025-09-03,1550937.9666628083
2025-09-04,1551078.5731189114
2025-09-05,1553801.406139263
2025-09-08,1555074.5821505783
2025-09-09,1555175.036887639
2025-09-10,1554600.1330578732
2025-09-11,1556986.9349636426
2025-09-12,1559033.2008575513
2025-09-15,1558927.216654178
2025-09-16,1561832.8312394712
2025-09-17,1562376.2925126813
2025-09-18,1560020.1130211374
2025-09-19,1559039.0155862027
2025-09-22,1562663.3823061925
2025-09-23,1564315.004830292
2025-09-24,1564553.0514906733
2025-09-25,1563822.0375783087
2025-09-26,1564322.1814691664
2025-09-29,1567722.85886703
2025-09-30,1572339.9964500444
2025-10-09,1581005.2901737683
2025-10-10,1579144.633688258
2025-10-13,1579851.8345322572
2025-10-14,1578801.4491845255
2025-10-15,1582498.0973907476
2025-10-16,1582598.1916970215
2025-10-17,1583958.1391037388
2025-10-20,1582761.5261558022
2025-10-21,1586660.317895293
2025-10-22,1583569.074279316
2025-10-23,1583367.9812198763
2025-10-24,1583877.1310889232
2025-10-27,1588177.9937047544
2025-10-28,1587178.465437908
2025-10-29,1592976.758159191
2025-10-30,1591034.3850231816
2025-10-31,1591818.289842702
2025-11-03,1591491.2539753336
2025-11-04,1589021.955112322
2025-11-05,1587938.4464159172
2025-11-06,1589373.8682435406
2025-11-07,1587812.2365709664
2025-11-10,1590570.0733900722
2025-11-11,1591927.1317903895
2025-11-12,1591531.548272959
2025-11-13,1593534.540773925
2025-11-14,1590224.5657117919
2025-11-17,1589053.4423240302
2025-11-18,1583123.4300177975
2025-11-19,1583567.2337458988
2025-11-20,1586609.114627917
2025-11-21,1579434.4559156059
2025-11-24,1581515.5974604643
2025-11-25,1584609.83450989
2025-11-26,1582506.3902116823
2025-11-27,1581486.2485766532
2025-11-28,1583664.3102214744
2025-12-01,1584624.6514970544
2025-12-02,1583161.3851908315
2025-12-03,1583409.8593200445
2025-12-04,1580926.3449177726
2025-12-05,1583925.7562246728
2025-12-08,1585011.5776288162
2025-12-09,1583003.9874542423
2025-12-10,1583821.3932679633
2025-12-11,1582876.6352104777
2025-12-12,1582540.2748818046
2025-12-15,1580275.0073137141
2025-12-16,1576558.7957876283
2025-12-17,1579519.1524756034
2025-12-18,1579559.9646435725
2025-12-19,1581853.542970185
2025-12-22,1583791.2052756438
2025-12-23,1585790.4833608475
2025-12-24,1586174.7324716158
2025-12-25,1587330.1958410903
2025-12-26,1587710.2569325936
2025-12-29,1584183.9198530104
2025-12-30,1582536.4759442941
2025-12-31,1581734.5922967435
2026-01-05,1584232.201163852
2026-01-06,1585445.9463378564
2026-01-07,1584485.9558518534
2026-01-08,1585973.2276495753
2026-01-09,1587696.8644991482
2026-01-12,1591074.6563408638
2026-01-13,1589403.916087089
2026-01-14,1590944.6369877476
2026-01-15,1590859.071240021
2026-01-16,1592080.937486185
2026-01-19,1593407.7911671004
2026-01-20,1593751.1789408103
2026-01-21,1596669.8609572698
2026-01-22,1598355.2879586057
2026-01-23,1602341.2141519566
2026-01-26,1600629.5294848566
2026-01-27,1601788.5750722948
2026-01-28,1604620.71679343
2026-01-29,1607634.1365830642
2026-01-30,1599972.9499796252
2026-02-02,1590067.7425364302
2026-02-03,1596128.5399987549
2026-02-04,1596730.8841707509
2026-02-05,1594916.6906186424
2026-02-06,1594697.9596114422
2026-02-09,1598873.4538918152
2026-02-10,1598344.6596429856
2026-02-11,1598365.1611121064
2026-02-12,1598605.0648224752
2026-02-13,1598190.0691956913
2026-02-24,1600195.4201408974
2026-02-25,1599362.6555256732
2026-02-26,1597250.461924118
2026-02-27,1598260.1558331812
2026-03-02,1599440.982402017
2026-03-03,1596516.5333908068
2026-03-04,1595732.2909743688
2026-03-05,1596635.4035195368
2026-03-06,1596998.0314817654
2026-03-09,1593285.092482624
2026-03-10,1595741.2509217765
2026-03-11,1596697.5041459824
2026-03-12,1595487.2642489173
2026-03-13,1592148.1636373524
