trade_date,Strategy_Pure,Strategy_Hedged,Benchmark_EqualWeight,Benchmark_CSI1000
2025-04-15,1270687.077481341,1007178.6300687889,1309016.226363316,1304800.7563129964
2025-04-16,1253416.4929999243,1007178.6300687889,1293686.494195671,1287441.5197743417
2025-04-17,1269046.3155281078,1007178.6300687889,1302083.5519866473,1288371.6876833283
2025-04-18,1259620.8410187475,1007178.6300687889,1300486.5235856695,1286633.8004397117
2025-04-21,1278647.1706730516,1007178.6300687889,1319569.0007571809,1313318.7645269788
2025-04-22,1274699.4333190678,1007178.6300687889,1324028.4298162276,1312585.1762211486
2025-04-23,1280198.142427758,1007178.6300687889,1328147.593130051,1320366.9485925585
2025-04-24,1266915.4527814938,1007178.6300687889,1321438.6950652555,1306223.586684214
2025-04-25,1265179.4856758963,1007178.6300687889,1325846.7122989446,1310420.8149338723
2025-04-28,1245834.8409743588,1007178.6300687889,1307328.0566222763,1296643.695608288
2025-04-29,1255922.0105192834,1007178.6300687889,1314912.2039627053,1302451.5087098442
2025-04-30,1265443.819237547,1007178.6300687889,1321497.1479510884,1312762.7818109812
2025-05-06,1303172.663816421,1007178.6300687889,1353006.2166615687,1346475.8528101945
2025-05-07,1314160.4373055336,1007178.6300687889,1363727.0768969872,1348367.297184896
2025-05-08,1332497.1924071515,1007178.6300687889,1375124.1451593149,1358644.5935644996
2025-05-09,1316440.6720520705,997889.7743367093,1365742.4149580419,1341877.964000119
2025-05-12,1332523.1853675717,1010248.0305418875,1380110.8277075505,1360714.9672974052
2025-05-13,1331743.926905385,1009323.8357140833,1380193.940321211,1357085.4150510253
2025-05-14,1339390.958230075,1015080.3595607464,1384683.2101454232,1359150.4937104452
2025-05-15,1337489.1155576736,1013426.9222566442,1375347.302201356,1336352.113561676
2025-05-16,1344498.394705535,1018917.4612160507,1381190.928303481,1338796.893115632
2025-05-19,1366475.9631141399,1035733.8345701816,1395953.633205072,1344802.388960654
2025-05-20,1375855.0832615541,1042871.8353552571,1407279.148797095,1355983.8191379395
2025-05-21,1368382.3556935296,1037508.7846045302,1404553.853630067,1352931.209273438
2025-05-22,1352090.6001807076,1026140.9297246388,1389479.7105451438,1338352.5481989572
2025-05-23,1338273.286901267,1015629.3445181036,1375137.8655895386,1321490.386683772
2025-05-26,1353275.1896596164,1026388.5457222415,1385983.6847723569,1330119.3708128924
2025-05-27,1366562.6227729302,1036998.8736313984,1391964.4772145718,1325634.8848266352
2025-05-28,1362809.4023926794,1035185.7804912402,1389985.8774080307,1320338.928828696
2025-05-29,1384269.941295896,1051209.146700652,1406877.2274635858,1343531.7919521497
2025-05-30,1373384.3890274484,1043087.6592636241,1391947.5074324023,1329628.2527470947
2025-06-03,1387489.1934701363,1054144.5831446606,1401431.6086156357,1339220.498994487
2025-06-04,1405123.2402147392,1067209.8273795252,1416917.635969276,1350943.5710637465
2025-06-05,1404838.0718109242,1066398.356880051,1417504.6518662407,1360616.5671817958
2025-06-06,1417661.5948036136,1075643.1721076742,1420413.2692732792,1357490.2675446186
2025-06-09,1435015.4849122292,1088922.9351430936,1434685.8902885998,1372077.9743696372
2025-06-10,1429908.3450826877,1084966.9408360901,1425740.3432466465,1359442.1640082814
2025-06-11,1447455.1083267494,1098547.6850509015,1434223.9758773171,1364918.1525047342
2025-06-12,1452790.386740943,1102859.1271445437,1434785.1207023296,1366177.4974820814
2025-06-13,1421630.523460857,1078528.7749162174,1412091.819703712,1347156.711009229
